loan_id,borrower_id,application_date,loan_purpose,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,loan_status,days_delinquent,defaulted,application_year,application_month,risk_flag,dti_extreme,age,state,education_level,employment_status,years_employed,annual_income,credit_score,home_ownership,dependents,existing_monthly_debt,credit_score_bucket,dti_range,tenure_group,loan_amount_range,income_bracket
LN-00339,BRW-0281,2024-07-18,Home Improvement,28600.0,24,8.7,1302.65,64.0,Late,15,0,2024,7,Late,False,45,AZ,Bachelor,Self-Employed,17,89088,765,Own,0,3452,750+,50-75%,10+ years,$20-30K,$75-100K
LN-00340,BRW-0282,2024-12-13,Business Loan,4500.0,36,11.88,149.21,22.8,Current,0,0,2024,12,Non-Default,False,37,FL,Associate,Retired,2,30106,703,Mortgage,2,422,700-749,20-35%,Retired,$0-10K,$30-50K
LN-00341,BRW-0282,2024-05-20,Medical Expenses,36100.0,12,12.44,3214.88,145.0,Current,0,0,2024,5,Non-Default,True,37,FL,Associate,Retired,2,30106,703,Mortgage,2,422,700-749,75%+,Retired,$30-50K,$30-50K
LN-00342,BRW-0283,2025-06-23,Auto Loan,19700.0,36,10.74,642.53,25.0,Late,30,0,2025,6,Late,False,59,KY,Bachelor,Contract,10,79534,754,Mortgage,0,1017,750+,20-35%,10+ years,$10-20K,$75-100K
LN-00343,BRW-0283,2024-07-15,Home Improvement,31300.0,24,11.41,1464.79,37.4,Current,0,0,2024,7,Non-Default,False,59,KY,Bachelor,Contract,10,79534,754,Mortgage,0,1017,750+,35-50%,10+ years,$30-50K,$75-100K
LN-00344,BRW-0284,2024-10-28,Business Loan,38600.0,60,10.6,831.58,31.0,Current,0,0,2024,10,Non-Default,False,25,MI,Bachelor,Full-Time,2,78679,621,Rent,0,1204,600-649,20-35%,2-4 years,$30-50K,$75-100K
LN-00345,BRW-0285,2024-03-24,Medical Expenses,48500.0,48,8.63,1198.42,58.9,Late,0,0,2024,3,Late,False,54,OK,Doctorate,Self-Employed,3,76451,745,Rent,2,2552,700-749,50-75%,2-4 years,$30-50K,$75-100K
LN-00346,BRW-0286,2025-06-15,Major Purchase,33000.0,60,9.6,694.68,38.0,Current,0,0,2025,6,Non-Default,False,30,CO,Associate,Self-Employed,7,67675,736,Own,0,1450,700-749,35-50%,5-9 years,$30-50K,$50-75K
LN-00347,BRW-0287,2024-07-31,Vacation,25800.0,60,10.98,560.7,37.0,Paid Off,0,0,2024,7,Non-Default,False,50,SC,High School,Self-Employed,16,49464,736,Rent,3,966,700-749,35-50%,10+ years,$20-30K,$30-50K
LN-00348,BRW-0288,2025-01-18,Auto Loan,20100.0,24,14.98,974.39,26.1,Default,51,1,2025,1,Default,False,53,SC,Associate,Full-Time,29,65165,582,Mortgage,1,443,520-599,20-35%,10+ years,$20-30K,$50-75K
LN-00349,BRW-0289,2025-04-21,Home Improvement,19900.0,24,9.87,917.09,53.6,Current,0,0,2025,4,Non-Default,False,56,MI,Bachelor,Retired,17,55935,783,Mortgage,1,1580,750+,50-75%,Retired,$10-20K,$50-75K
LN-00350,BRW-0290,2025-03-28,Education,17200.0,48,10.56,440.88,9.8,Default,49,1,2025,3,Default,False,58,KY,Master,Self-Employed,2,131318,574,Own,3,636,520-599,0-20%,2-4 years,$10-20K,$100K+
LN-00351,BRW-0291,2024-10-10,Home Improvement,26100.0,60,12.42,586.13,19.9,Current,0,0,2024,10,Non-Default,False,32,CT,Bachelor,Full-Time,11,101722,648,Rent,2,1097,600-649,0-20%,10+ years,$20-30K,$100K+
LN-00352,BRW-0292,2024-10-08,Business Loan,12600.0,36,11.36,414.66,62.4,Default,65,1,2024,10,Default,False,39,MI,High School,Full-Time,1,25301,609,Mortgage,2,901,600-649,50-75%,<2 years,$10-20K,<$30K
LN-00353,BRW-0293,2024-12-20,Moving,2400.0,36,8.51,75.77,29.5,Current,0,0,2024,12,Non-Default,False,49,GA,Bachelor,Self-Employed,2,40669,774,Own,1,923,750+,20-35%,2-4 years,$0-10K,$30-50K
LN-00354,BRW-0293,2024-06-01,Wedding,2600.0,60,12.05,57.9,28.9,Paid Off,0,0,2024,6,Non-Default,False,49,GA,Bachelor,Self-Employed,2,40669,774,Own,1,923,750+,20-35%,2-4 years,$0-10K,$30-50K
LN-00355,BRW-0294,2025-04-17,Business Loan,39700.0,48,10.93,1024.72,21.3,Paid Off,0,0,2025,4,Non-Default,False,22,NY,Bachelor,Contract,2,103644,761,Own,0,817,750+,20-35%,2-4 years,$30-50K,$100K+
LN-00356,BRW-0295,2024-05-22,Major Purchase,9300.0,60,8.15,189.24,38.4,Paid Off,0,0,2024,5,Non-Default,False,28,MN,High School,Full-Time,2,32933,720,Mortgage,0,865,700-749,35-50%,2-4 years,$0-10K,$30-50K
LN-00357,BRW-0296,2024-11-02,Education,19900.0,48,13.08,534.66,49.5,Paid Off,0,0,2024,11,Non-Default,False,22,UT,Bachelor,Full-Time,2,63005,644,Rent,1,2064,600-649,35-50%,2-4 years,$10-20K,$50-75K
LN-00358,BRW-0297,2025-02-04,Medical Expenses,49700.0,60,9.3,1038.94,37.5,Current,0,0,2025,2,Non-Default,False,35,AZ,High School,Full-Time,12,48886,831,Mortgage,1,488,750+,35-50%,10+ years,$30-50K,$30-50K
LN-00359,BRW-0297,2025-04-07,Moving,18800.0,36,9.0,597.83,26.7,Current,0,0,2025,4,Non-Default,False,35,AZ,High School,Full-Time,12,48886,831,Mortgage,1,488,750+,20-35%,10+ years,$10-20K,$30-50K
LN-00360,BRW-0298,2024-07-22,Medical Expenses,19000.0,48,6.03,446.48,54.1,Default,128,1,2024,7,Default,False,39,SC,Bachelor,Full-Time,9,78943,846,Rent,0,3115,750+,50-75%,5-9 years,$10-20K,$75-100K
LN-00361,BRW-0299,2025-06-14,Business Loan,8100.0,48,8.2,198.51,64.1,Default,113,1,2025,6,Default,False,41,KY,Associate,Part-Time,9,20963,725,Mortgage,3,921,700-749,50-75%,5-9 years,$0-10K,<$30K
LN-00362,BRW-0300,2025-05-04,Major Purchase,49500.0,24,13.08,2355.18,86.4,Paid Off,0,0,2025,5,Non-Default,False,53,CA,Bachelor,Full-Time,33,81309,576,Rent,4,3502,520-599,75%+,10+ years,$30-50K,$75-100K
LN-00363,BRW-0300,2025-05-01,Business Loan,9200.0,48,14.49,253.67,55.4,Default,177,1,2025,5,Default,False,53,CA,Bachelor,Full-Time,33,81309,576,Rent,4,3502,520-599,50-75%,10+ years,$0-10K,$75-100K
LN-00364,BRW-0301,2024-01-08,Wedding,26800.0,48,7.81,651.88,55.1,Paid Off,0,0,2024,1,Non-Default,False,30,TN,Bachelor,Contract,10,67451,814,Own,4,2446,750+,50-75%,10+ years,$20-30K,$50-75K
LN-00365,BRW-0301,2025-04-16,Wedding,27200.0,60,10.83,589.09,54.0,Current,0,0,2025,4,Non-Default,False,30,TN,Bachelor,Contract,10,67451,814,Own,4,2446,750+,50-75%,10+ years,$20-30K,$50-75K
LN-00366,BRW-0302,2024-06-28,Vacation,33100.0,36,12.62,1109.22,67.8,Default,75,1,2024,6,Default,False,23,CO,Bachelor,Full-Time,3,54364,560,Mortgage,2,1964,520-599,50-75%,2-4 years,$30-50K,$50-75K
LN-00367,BRW-0303,2024-04-07,Major Purchase,45700.0,24,9.33,2094.72,76.0,Late,15,0,2024,4,Late,False,49,MI,Master,Full-Time,4,100637,850,Mortgage,0,4280,750+,75%+,2-4 years,$30-50K,$100K+
LN-00368,BRW-0303,2024-03-09,Medical Expenses,32100.0,36,9.17,1023.31,63.2,Current,0,0,2024,3,Non-Default,False,49,MI,Master,Full-Time,4,100637,850,Mortgage,0,4280,750+,50-75%,2-4 years,$30-50K,$100K+
LN-00369,BRW-0304,2024-11-29,Moving,14600.0,12,8.36,1272.46,66.1,Current,0,0,2024,11,Non-Default,False,31,AZ,Bachelor,Full-Time,1,81067,850,Mortgage,2,3196,750+,50-75%,<2 years,$10-20K,$75-100K
LN-00370,BRW-0305,2025-02-12,Debt Consolidation,6200.0,48,7.94,151.19,50.7,Current,0,0,2025,2,Non-Default,False,25,MN,Associate,Retired,4,20854,838,Own,2,730,750+,50-75%,Retired,$0-10K,<$30K
LN-00371,BRW-0306,2024-03-25,Medical Expenses,12300.0,48,9.32,307.96,34.2,Paid Off,0,0,2024,3,Non-Default,False,29,KY,High School,Full-Time,5,22799,779,Mortgage,3,341,750+,20-35%,5-9 years,$10-20K,<$30K
LN-00372,BRW-0307,2024-06-30,Auto Loan,8800.0,12,13.28,787.15,48.2,Default,166,1,2024,6,Default,False,45,NJ,High School,Self-Employed,24,31860,585,Rent,3,493,520-599,35-50%,10+ years,$0-10K,$30-50K
LN-00373,BRW-0308,2025-01-01,Medical Expenses,11000.0,36,7.78,343.58,45.1,Paid Off,0,0,2025,1,Non-Default,False,26,TX,Associate,Retired,3,35035,779,Mortgage,1,973,750+,35-50%,Retired,$10-20K,$30-50K
LN-00374,BRW-0309,2024-04-15,Vacation,42200.0,60,13.39,968.63,69.7,Default,108,1,2024,4,Default,False,45,CA,High School,Self-Employed,7,53878,589,Rent,0,2161,520-599,50-75%,5-9 years,$30-50K,$50-75K
LN-00375,BRW-0310,2025-01-18,Wedding,13400.0,24,14.29,645.21,51.9,Current,0,0,2025,1,Non-Default,False,37,UT,High School,Full-Time,1,54791,621,Mortgage,2,1725,600-649,50-75%,<2 years,$10-20K,$50-75K
LN-00376,BRW-0311,2024-04-08,Debt Consolidation,10100.0,12,9.89,887.43,67.1,Current,0,0,2024,4,Non-Default,False,36,FL,Associate,Full-Time,2,62677,673,Mortgage,1,2616,650-699,50-75%,2-4 years,$10-20K,$50-75K
LN-00377,BRW-0312,2024-07-13,Major Purchase,23900.0,36,10.64,778.39,76.8,Late,15,0,2024,7,Late,False,33,OK,Associate,Full-Time,1,31521,730,Rent,0,1240,700-749,75%+,<2 years,$20-30K,$30-50K
LN-00378,BRW-0313,2024-11-19,Business Loan,8300.0,24,8.84,378.57,41.0,Default,84,1,2024,11,Default,False,42,AL,High School,Full-Time,18,35385,674,Rent,2,831,650-699,35-50%,10+ years,$0-10K,$30-50K
LN-00379,BRW-0314,2024-03-09,Home Improvement,15400.0,60,8.19,313.66,20.9,Paid Off,0,0,2024,3,Non-Default,False,59,UT,Doctorate,Retired,15,88548,819,Own,1,1228,750+,20-35%,Retired,$10-20K,$75-100K
LN-00380,BRW-0315,2024-04-07,Home Improvement,38100.0,60,9.17,794.04,64.5,Late,30,0,2024,4,Late,False,44,WA,Bachelor,Self-Employed,0,41212,701,Rent,3,1420,700-749,50-75%,<2 years,$30-50K,$30-50K
LN-00381,BRW-0316,2025-05-08,Medical Expenses,13700.0,36,15.64,479.22,36.2,Default,34,1,2025,5,Default,False,28,NY,Associate,Retired,2,29277,555,Rent,0,404,520-599,35-50%,Retired,$10-20K,<$30K
LN-00382,BRW-0317,2024-01-14,Wedding,26500.0,24,12.88,1258.37,30.3,Default,61,1,2024,1,Default,False,55,CO,Bachelor,Contract,6,69849,578,Mortgage,3,508,520-599,20-35%,5-9 years,$20-30K,$50-75K
LN-00383,BRW-0318,2025-05-25,Major Purchase,21000.0,12,9.45,1840.87,121.8,Current,0,0,2025,5,Non-Default,True,58,UT,High School,Self-Employed,16,27000,674,Rent,3,900,650-699,75%+,10+ years,$20-30K,<$30K
LN-00384,BRW-0319,2024-11-21,Wedding,22800.0,36,10.2,737.83,37.2,Current,0,0,2024,11,Non-Default,False,42,MD,Associate,Full-Time,4,32850,628,Rent,0,281,600-649,35-50%,2-4 years,$20-30K,$30-50K
LN-00385,BRW-0320,2024-07-29,Auto Loan,13000.0,36,11.03,425.79,16.3,Late,15,0,2024,7,Late,False,50,NC,Bachelor,Full-Time,14,74791,641,Mortgage,3,593,600-649,0-20%,10+ years,$10-20K,$50-75K
LN-00386,BRW-0320,2025-01-25,Business Loan,35400.0,24,12.36,1672.36,36.3,Late,0,0,2025,1,Late,False,50,NC,Bachelor,Full-Time,14,74791,641,Mortgage,3,593,600-649,35-50%,10+ years,$30-50K,$50-75K
LN-00387,BRW-0321,2024-05-08,Vacation,5800.0,24,14.02,278.53,28.6,Default,170,1,2024,5,Default,False,65,SC,Associate,Self-Employed,20,57272,640,Own,0,1087,600-649,20-35%,10+ years,$0-10K,$50-75K
LN-00388,BRW-0322,2024-07-21,Business Loan,4200.0,48,11.24,109.04,44.9,Default,75,1,2024,7,Default,False,54,OK,High School,Full-Time,1,51267,619,Rent,1,1811,600-649,35-50%,<2 years,$0-10K,$50-75K
LN-00389,BRW-0322,2024-07-25,Wedding,10200.0,48,14.52,281.4,49.0,Default,153,1,2024,7,Default,False,54,OK,High School,Full-Time,1,51267,619,Rent,1,1811,600-649,35-50%,<2 years,$10-20K,$50-75K
LN-00390,BRW-0323,2025-03-19,Education,8200.0,48,12.25,216.95,16.7,Paid Off,0,0,2025,3,Non-Default,False,37,LA,High School,Full-Time,0,50342,592,Own,4,483,520-599,0-20%,<2 years,$0-10K,$50-75K
LN-00391,BRW-0324,2024-06-05,Major Purchase,4900.0,36,9.18,156.23,59.0,Current,0,0,2024,6,Non-Default,False,47,OR,Bachelor,Part-Time,18,44951,828,Mortgage,0,2054,750+,50-75%,10+ years,$0-10K,$30-50K
LN-00392,BRW-0325,2025-04-25,Auto Loan,30600.0,12,9.93,2689.23,100.4,Default,78,1,2025,4,Default,True,34,MA,Master,Full-Time,1,65650,704,Own,0,2801,700-749,75%+,<2 years,$30-50K,$50-75K
LN-00393,BRW-0326,2025-02-08,Moving,20000.0,48,12.16,528.25,30.1,Current,0,0,2025,2,Non-Default,False,49,UT,Master,Full-Time,5,57129,748,Mortgage,0,904,700-749,20-35%,5-9 years,$10-20K,$50-75K
LN-00394,BRW-0327,2024-06-15,Wedding,6100.0,12,10.74,538.39,47.2,Default,141,1,2024,6,Default,False,31,MO,High School,Part-Time,7,17078,671,Mortgage,1,133,650-699,35-50%,5-9 years,$0-10K,<$30K
LN-00395,BRW-0328,2025-01-29,Education,24900.0,36,10.17,805.44,24.0,Current,0,0,2025,1,Non-Default,False,46,KY,High School,Full-Time,7,53539,799,Mortgage,1,266,750+,20-35%,5-9 years,$20-30K,$50-75K
LN-00396,BRW-0328,2024-05-31,Debt Consolidation,19300.0,12,10.17,1698.3,44.0,Late,0,0,2024,5,Late,False,46,KY,High School,Full-Time,7,53539,799,Mortgage,1,266,750+,35-50%,5-9 years,$10-20K,$50-75K
LN-00397,BRW-0329,2024-04-04,Wedding,33800.0,24,6.85,1511.02,36.4,Late,15,0,2024,4,Late,False,46,IN,Master,Full-Time,11,101319,793,Rent,1,1563,750+,35-50%,10+ years,$30-50K,$100K+
LN-00398,BRW-0330,2025-03-13,Home Improvement,11100.0,48,9.53,279.03,48.1,Default,107,1,2025,3,Default,False,23,TN,Associate,Full-Time,0,70784,678,Rent,1,2556,650-699,35-50%,<2 years,$10-20K,$50-75K
LN-00399,BRW-0331,2024-04-01,Moving,20400.0,36,12.24,679.91,60.2,Default,176,1,2024,4,Default,False,36,GA,Doctorate,Full-Time,1,135142,686,Rent,2,6096,650-699,50-75%,<2 years,$20-30K,$100K+
LN-00400,BRW-0332,2025-02-11,Education,14900.0,24,14.15,716.45,32.0,Current,0,0,2025,2,Non-Default,False,46,KY,Bachelor,Contract,7,94525,630,Mortgage,2,1806,600-649,20-35%,5-9 years,$10-20K,$75-100K
LN-00401,BRW-0333,2024-10-22,Home Improvement,15500.0,60,8.45,317.63,52.3,Current,0,0,2024,10,Non-Default,False,59,OH,High School,Self-Employed,9,55754,818,Mortgage,3,2114,750+,50-75%,5-9 years,$10-20K,$50-75K
LN-00402,BRW-0334,2024-08-05,Business Loan,20100.0,12,12.95,1794.81,55.1,Default,45,1,2024,8,Default,False,53,CA,Bachelor,Full-Time,14,43022,558,Mortgage,1,180,520-599,50-75%,10+ years,$20-30K,$30-50K
LN-00403,BRW-0335,2024-04-21,Business Loan,34700.0,48,10.54,889.11,29.1,Current,0,0,2024,4,Non-Default,False,61,MD,Associate,Full-Time,3,62522,700,Own,2,629,700-749,20-35%,2-4 years,$30-50K,$50-75K
LN-00404,BRW-0336,2024-04-13,Auto Loan,3400.0,24,10.04,156.96,13.2,Default,98,1,2024,4,Default,False,29,NJ,Master,Contract,6,137015,741,Mortgage,1,1349,700-749,0-20%,5-9 years,$0-10K,$100K+
LN-00405,BRW-0337,2025-06-18,Debt Consolidation,39900.0,12,7.25,3457.02,77.6,Current,0,0,2025,6,Non-Default,False,32,SC,Master,Full-Time,10,109449,794,Mortgage,4,3618,750+,75%+,10+ years,$30-50K,$100K+
LN-00406,BRW-0338,2024-12-10,Auto Loan,24700.0,36,12.46,825.83,23.3,Late,15,0,2024,12,Late,False,61,SC,Master,Full-Time,24,105131,634,Mortgage,0,1216,600-649,20-35%,10+ years,$20-30K,$100K+
LN-00407,BRW-0338,2024-12-30,Business Loan,33900.0,48,12.49,900.89,24.2,Current,0,0,2024,12,Non-Default,False,61,SC,Master,Full-Time,24,105131,634,Mortgage,0,1216,600-649,20-35%,10+ years,$30-50K,$100K+
LN-00408,BRW-0339,2024-05-05,Major Purchase,44600.0,24,6.46,1985.96,98.4,Late,0,0,2024,5,Late,False,22,NJ,Master,Retired,0,52919,820,Own,3,2353,750+,75%+,Retired,$30-50K,$50-75K
LN-00409,BRW-0339,2024-07-11,Business Loan,25000.0,48,8.91,621.06,67.4,Default,112,1,2024,7,Default,False,22,NJ,Master,Retired,0,52919,820,Own,3,2353,750+,50-75%,Retired,$20-30K,$50-75K
LN-00410,BRW-0340,2024-08-27,Education,48500.0,36,11.66,1603.03,75.9,Late,0,0,2024,8,Late,False,36,NJ,Bachelor,Full-Time,2,72256,704,Own,0,2966,700-749,75%+,2-4 years,$30-50K,$50-75K
LN-00411,BRW-0341,2024-04-12,Major Purchase,47200.0,48,13.0,1266.26,21.4,Current,0,0,2024,4,Non-Default,False,27,OH,Master,Self-Employed,7,117172,716,Own,0,819,700-749,20-35%,5-9 years,$30-50K,$100K+
LN-00412,BRW-0342,2025-05-24,Moving,39700.0,60,7.59,797.21,65.4,Late,0,0,2025,5,Late,False,38,CT,Master,Self-Employed,13,58731,754,Rent,1,2402,750+,50-75%,10+ years,$30-50K,$50-75K
LN-00413,BRW-0343,2024-09-03,Vacation,17000.0,12,8.58,1483.37,33.7,Paid Off,0,0,2024,9,Non-Default,False,44,GA,Bachelor,Full-Time,20,71191,830,Rent,0,515,750+,20-35%,10+ years,$10-20K,$50-75K
LN-00414,BRW-0344,2024-11-30,Home Improvement,36400.0,24,15.11,1766.82,37.6,Current,0,0,2024,11,Non-Default,False,24,WA,Associate,Full-Time,2,73366,572,Own,0,534,520-599,35-50%,2-4 years,$30-50K,$50-75K
LN-00415,BRW-0345,2025-05-18,Vacation,34200.0,24,15.53,1666.87,73.9,Default,115,1,2025,5,Default,False,27,PA,Associate,Retired,6,42400,545,Rent,2,943,520-599,50-75%,Retired,$30-50K,$30-50K
LN-00416,BRW-0346,2025-01-25,Wedding,22100.0,36,8.42,696.82,47.8,Paid Off,0,0,2025,1,Non-Default,False,25,MO,High School,Full-Time,5,29087,808,Rent,0,462,750+,35-50%,5-9 years,$20-30K,<$30K
LN-00417,BRW-0346,2024-04-24,Major Purchase,9800.0,12,7.99,852.44,54.2,Default,78,1,2024,4,Default,False,25,MO,High School,Full-Time,5,29087,808,Rent,0,462,750+,50-75%,5-9 years,$0-10K,<$30K
LN-00418,BRW-0347,2024-01-02,Home Improvement,7000.0,36,11.75,231.67,26.4,Current,0,0,2024,1,Non-Default,False,37,CA,High School,Full-Time,4,41748,781,Own,1,686,750+,20-35%,2-4 years,$0-10K,$30-50K
LN-00419,BRW-0348,2024-08-15,Major Purchase,12900.0,24,12.02,607.37,26.4,Default,32,1,2024,8,Default,False,64,NY,Bachelor,Full-Time,10,46787,635,Mortgage,1,420,600-649,20-35%,10+ years,$10-20K,$30-50K
LN-00420,BRW-0349,2025-05-26,Vacation,32200.0,36,10.02,1039.31,45.1,Current,0,0,2025,5,Non-Default,False,47,VA,Bachelor,Contract,17,57507,850,Mortgage,3,1124,750+,35-50%,10+ years,$30-50K,$50-75K
LN-00421,BRW-0350,2025-05-04,Debt Consolidation,11300.0,12,10.33,995.18,47.5,Current,0,0,2025,5,Non-Default,False,50,LA,High School,Full-Time,18,31671,662,Own,2,259,650-699,35-50%,10+ years,$10-20K,$30-50K
LN-00422,BRW-0351,2024-08-18,Debt Consolidation,18000.0,24,10.31,833.19,44.6,Paid Off,0,0,2024,8,Non-Default,False,64,OR,Associate,Full-Time,14,74246,836,Mortgage,1,1926,750+,35-50%,10+ years,$10-20K,$50-75K
LN-00423,BRW-0351,2024-06-12,Medical Expenses,36900.0,36,10.99,1207.88,50.7,Current,0,0,2024,6,Non-Default,False,64,OR,Associate,Full-Time,14,74246,836,Mortgage,1,1926,750+,50-75%,10+ years,$30-50K,$50-75K
LN-00424,BRW-0352,2024-10-16,Education,20800.0,60,12.8,471.14,52.9,Paid Off,0,0,2024,10,Non-Default,False,56,WA,Bachelor,Retired,30,46283,650,Mortgage,3,1570,650-699,50-75%,Retired,$20-30K,$30-50K
LN-00425,BRW-0353,2024-11-07,Medical Expenses,40000.0,12,10.08,3518.12,107.2,Current,0,0,2024,11,Non-Default,True,54,LA,Bachelor,Full-Time,9,77060,850,Own,1,3368,750+,75%+,5-9 years,$30-50K,$75-100K
LN-00426,BRW-0354,2024-01-10,Auto Loan,12100.0,24,11.16,564.85,54.6,Late,15,0,2024,1,Late,False,32,AZ,Doctorate,Contract,1,79686,751,Rent,0,3063,750+,50-75%,<2 years,$10-20K,$75-100K
LN-00427,BRW-0355,2024-04-08,Medical Expenses,49200.0,24,14.9,2383.21,69.4,Default,151,1,2024,4,Default,False,31,WA,Master,Full-Time,1,132747,584,Mortgage,2,5291,520-599,50-75%,<2 years,$30-50K,$100K+
LN-00428,BRW-0356,2024-06-01,Debt Consolidation,21600.0,36,8.8,684.87,21.5,Current,0,0,2024,6,Non-Default,False,55,FL,Bachelor,Contract,33,90781,850,Rent,1,938,750+,20-35%,10+ years,$20-30K,$75-100K
LN-00429,BRW-0357,2025-01-19,Vacation,12000.0,24,13.61,573.95,46.6,Late,30,0,2025,1,Late,False,59,OK,Bachelor,Retired,6,28195,579,Rent,1,521,520-599,35-50%,Retired,$10-20K,<$30K
LN-00430,BRW-0358,2025-03-31,Vacation,33200.0,36,10.3,1075.95,58.6,Current,0,0,2025,3,Non-Default,False,48,WA,Associate,Self-Employed,1,55827,772,Own,0,1648,750+,50-75%,<2 years,$30-50K,$50-75K
LN-00431,BRW-0359,2024-04-06,Moving,30200.0,60,11.38,662.36,31.8,Current,0,0,2024,4,Non-Default,False,66,UT,Bachelor,Full-Time,3,96677,661,Rent,0,1903,650-699,20-35%,2-4 years,$30-50K,$75-100K
LN-00432,BRW-0360,2024-07-08,Major Purchase,8000.0,36,7.22,247.82,23.8,Current,0,0,2024,7,Non-Default,False,43,OK,Master,Full-Time,22,78653,786,Rent,0,1312,750+,20-35%,10+ years,$0-10K,$75-100K
LN-00433,BRW-0361,2024-05-07,Moving,26900.0,60,8.53,552.28,51.9,Late,0,0,2024,5,Late,False,50,MA,Master,Full-Time,20,117130,850,Own,0,4509,750+,50-75%,10+ years,$20-30K,$100K+
LN-00434,BRW-0361,2025-04-02,Home Improvement,30800.0,24,5.86,1363.13,60.2,Current,0,0,2025,4,Non-Default,False,50,MA,Master,Full-Time,20,117130,850,Own,0,4509,750+,50-75%,10+ years,$30-50K,$100K+
LN-00435,BRW-0362,2024-05-07,Medical Expenses,14300.0,12,6.87,1236.48,23.6,Current,0,0,2024,5,Non-Default,False,53,SC,Master,Contract,10,125043,813,Own,1,1227,750+,20-35%,10+ years,$10-20K,$100K+
LN-00436,BRW-0363,2024-10-27,Debt Consolidation,3900.0,60,13.91,90.56,24.5,Current,0,0,2024,10,Non-Default,False,55,MA,Master,Full-Time,3,71139,637,Own,0,1364,600-649,20-35%,2-4 years,$0-10K,$50-75K
LN-00437,BRW-0364,2024-08-02,Moving,49800.0,60,8.52,1022.2,52.7,Current,0,0,2024,8,Non-Default,False,34,CA,Associate,Contract,14,52736,850,Own,0,1293,750+,50-75%,10+ years,$30-50K,$50-75K
LN-00438,BRW-0365,2024-08-09,Medical Expenses,24000.0,24,11.19,1120.71,77.8,Paid Off,0,0,2024,8,Non-Default,False,50,CT,High School,Contract,11,43058,709,Own,0,1670,700-749,75%+,10+ years,$20-30K,$30-50K
LN-00439,BRW-0366,2024-03-26,Moving,9800.0,24,8.38,444.93,29.8,Paid Off,0,0,2024,3,Non-Default,False,27,CO,Associate,Full-Time,3,36926,817,Rent,0,471,750+,20-35%,2-4 years,$0-10K,$30-50K
LN-00440,BRW-0367,2025-06-07,Business Loan,26000.0,24,14.51,1254.61,61.7,Current,0,0,2025,6,Non-Default,False,63,CO,Bachelor,Full-Time,30,90383,544,Rent,0,3392,520-599,50-75%,10+ years,$20-30K,$75-100K
LN-00441,BRW-0368,2024-05-07,Major Purchase,31700.0,24,6.22,1408.11,66.8,Current,0,0,2024,5,Non-Default,False,36,WA,Associate,Contract,8,43512,850,Mortgage,3,1013,750+,50-75%,5-9 years,$30-50K,$30-50K
LN-00442,BRW-0368,2024-05-29,Education,18100.0,36,9.72,581.66,44.0,Current,0,0,2024,5,Non-Default,False,36,WA,Associate,Contract,8,43512,850,Mortgage,3,1013,750+,35-50%,5-9 years,$10-20K,$30-50K
LN-00443,BRW-0369,2024-11-09,Business Loan,7000.0,12,8.5,610.54,54.8,Current,0,0,2024,11,Non-Default,False,35,MN,Bachelor,Self-Employed,3,93191,743,Own,4,3647,700-749,50-75%,2-4 years,$0-10K,$75-100K
LN-00444,BRW-0370,2024-02-19,Wedding,25100.0,60,10.83,543.61,68.0,Default,129,1,2024,2,Default,False,57,NC,Bachelor,Part-Time,30,32803,580,Own,2,1314,520-599,50-75%,10+ years,$20-30K,$30-50K
LN-00445,BRW-0371,2024-05-10,Moving,42100.0,48,11.95,1107.62,72.2,Default,161,1,2024,5,Default,False,38,GA,Bachelor,Retired,4,49297,626,Mortgage,3,1859,600-649,50-75%,Retired,$30-50K,$30-50K
LN-00446,BRW-0372,2025-01-14,Medical Expenses,14100.0,36,11.21,463.02,36.4,Late,0,0,2025,1,Late,False,60,NC,Bachelor,Full-Time,31,49527,543,Rent,3,1041,520-599,35-50%,10+ years,$10-20K,$30-50K
LN-00447,BRW-0373,2024-10-09,Medical Expenses,17600.0,48,10.76,452.83,60.1,Paid Off,0,0,2024,10,Non-Default,False,24,CO,Bachelor,Retired,1,55596,705,Rent,2,2331,700-749,50-75%,Retired,$10-20K,$50-75K
LN-00448,BRW-0374,2024-11-16,Business Loan,29700.0,36,8.45,936.87,39.8,Current,0,0,2024,11,Non-Default,False,64,TN,Bachelor,Full-Time,11,51445,815,Mortgage,0,768,750+,35-50%,10+ years,$20-30K,$50-75K
LN-00449,BRW-0374,2024-10-19,Business Loan,9900.0,12,6.84,855.88,37.9,Paid Off,0,0,2024,10,Non-Default,False,64,TN,Bachelor,Full-Time,11,51445,815,Mortgage,0,768,750+,35-50%,10+ years,$0-10K,$50-75K
LN-00450,BRW-0375,2025-06-11,Major Purchase,46800.0,24,10.46,2169.53,43.4,Current,0,0,2025,6,Non-Default,False,57,GA,Master,Full-Time,5,112919,716,Own,2,1915,700-749,35-50%,5-9 years,$30-50K,$100K+
LN-00451,BRW-0375,2024-12-19,Home Improvement,31600.0,12,11.64,2802.3,50.1,Paid Off,0,0,2024,12,Non-Default,False,57,GA,Master,Full-Time,5,112919,716,Own,2,1915,700-749,50-75%,5-9 years,$30-50K,$100K+
